Data;USDBRL;IBOVESPA;OURO;S&P;GEBR10Y Index
03/01/1994;0,1205;380,09;394;465,44;
04/01/1994;0,1224;400,54;393,85;466,89;
05/01/1994;0,1243;421,04;391,2;467,55;
06/01/1994;0,1263;444,17;388,9;467,12;
07/01/1994;0,1283;476,39;387,1;469,9;
10/01/1994;0,1303;495,39;384,6;475,27;
11/01/1994;0,1324;501,41;388,5;474,13;
12/01/1994;0,1344;536,43;386,4;474,17;
13/01/1994;0,1387;561,65;390;472,47;
14/01/1994;0,1409;551,06;390;474,91;
17/01/1994;0,1409;598,05;391,7;473,3;
18/01/1994;0,1409;605,71;393,3;474,25;
19/01/1994;0,1456;642,02;392,6;474,3;
20/01/1994;0,148;689,67;387,8;474,98;
21/01/1994;0,1504;689,17;382;474,72;
24/01/1994;0,1529;689,56;381,6;471,97;
25/01/1994;0,1555;689,56;381,9;470,92;
26/01/1994;0,1582;704,93;384,5;473,2;
27/01/1994;0,1609;684,49;377;477,05;
28/01/1994;0,1637;689,21;377,3;478,7;
31/01/1994;0,1668;740,55;381,9;481,61;
01/02/1994;0,17;826,86;384,5;479,62;
02/02/1994;0,1732;823,05;384,9;482;
03/02/1994;0,1765;798,35;387,3;480,71;
04/02/1994;0,1798;821,28;386,5;469,81;
07/02/1994;0,1832;848,72;379,6;471,76;
08/02/1994;0,1866;887,98;380,75;471,05;
09/02/1994;0,1902;904,66;384,2;472,77;
10/02/1994;0,1937;1000,9;382,75;468,93;
11/02/1994;0,1973;1035,4;381,8;470,18;
14/02/1994;0,1973;1035,4;384,25;470,23;
15/02/1994;0,1973;1035,4;384,2;472,52;
16/02/1994;0,201;1035,4;383,8;472,79;
17/02/1994;0,2085;1040,9;383,5;470,34;
18/02/1994;0,2124;944,8;380,3;467,69;
21/02/1994;0,2124;928,5;380,45;467,69;
22/02/1994;0,2162;1053,6;378,9;471,46;
23/02/1994;0,2202;1063;378,75;470,69;
24/02/1994;0,2241;997,9;377,45;464,26;
25/02/1994;0,2283;1008,3;379,3;466,07;
28/02/1994;0,2317;1053,8;381,75;467,14;
01/03/1994;0,2354;1073,3;378,75;464,44;
02/03/1994;0,2391;1021,4;378,1;464,81;
03/03/1994;0,2427;1045,7;377,85;463,01;
04/03/1994;0,2465;1114;377,2;464,74;
07/03/1994;0,2503;1193,9;376,4;466,91;
08/03/1994;0,2542;1204,5;377;465,88;
09/03/1994;0,2581;1260,2;379,5;467,06;
10/03/1994;0,2622;1266,9;386,8;463,9;
11/03/1994;0,2662;1268,7;385,5;466,44;
14/03/1994;0,2704;1329,6;387,4;467,39;
15/03/1994;0,2747;1350,9;387,1;467,01;
16/03/1994;0,279;1408,4;385,3;469,42;
17/03/1994;0,2835;1393,7;382,7;470,9;
18/03/1994;0,288;1331,8;387,3;471,06;
21/03/1994;0,2929;1270,8;388,5;468,54;
22/03/1994;0,2981;1353,5;389,5;468,8;
23/03/1994;0,3034;1415,7;387;468,54;
24/03/1994;0,3087;1376,6;391,7;464,35;
25/03/1994;0,3142;1459;391,4;460,58;
28/03/1994;0,3198;1469,2;388,3;460;
29/03/1994;0,3254;1440,7;386,2;452,48;
30/03/1994;0,3321;1515,5;386,4;445,55;
31/03/1994;0,3321;1515,5;391;445,77;
01/04/1994;0,3321;1515,5;391;445,77;
04/04/1994;0,3385;1355;387,2;438,92;
05/04/1994;0,345;1427,9;384,8;448,29;
06/04/1994;0,3517;1435,5;385,4;448,05;
07/04/1994;0,3584;1474,8;384,2;450,88;
08/04/1994;0,3653;1537,4;384,8;447,1;
11/04/1994;0,3723;1659,5;378,2;449,87;
12/04/1994;0,3795;1648,8;379,15;447,57;
13/04/1994;0,3868;1552,7;378,6;446,26;
14/04/1994;0,3942;1506,2;379,1;446,38;
15/04/1994;0,4018;1443,4;378,2;446,18;
18/04/1994;0,4095;1401,1;377,3;442,46;
19/04/1994;0,4173;1345,6;372,1;442,54;
20/04/1994;0,4253;1283,8;373;441,96;
21/04/1994;0,4253;1283,8;373,8;448,73;
22/04/1994;0,4334;1420,2;371,5;447,63;
25/04/1994;0,4414;1551,6;374;452,71;
26/04/1994;0,4494;1583,8;375,5;451,87;
27/04/1994;0,4575;1605,1;376;451,87;
28/04/1994;0,4652;1672,7;375,9;449,1;
29/04/1994;0,4735;1708,4;377,05;450,91;
02/05/1994;0,4813;1725,6;376,7;453,02;
03/05/1994;0,4891;1648,3;376,1;453,03;
04/05/1994;0,4971;1573,8;377,1;451,72;
05/05/1994;0,5053;1447,8;374,1;451,38;
06/05/1994;0,5136;1510,3;384;447,82;
09/05/1994;0,5222;1421,7;381,5;442,32;
10/05/1994;0,5307;1547,9;379,3;446,01;
11/05/1994;0,5396;1546;382,2;441,49;
12/05/1994;0,5487;1637,8;380,3;443,75;
13/05/1994;0,5579;1585,8;381;444,14;
16/05/1994;0,5673;1562,6;383,4;444,49;
17/05/1994;0,5769;1648,3;384,5;449,37;
18/05/1994;0,5866;1790,9;382,2;453,69;
19/05/1994;0,5965;2008,4;381,5;456,48;
20/05/1994;0,6066;2031,7;384,25;454,92;
23/05/1994;0,6168;2096,2;389,6;453,2;
24/05/1994;0,6273;2127,7;388,3;454,81;
25/05/1994;0,6378;2301,7;386,6;456,34;
26/05/1994;0,6593;2342,1;385,25;457,06;
27/05/1994;0,6705;2349,4;386;457,33;
30/05/1994;0,6705;2428,4;385,5;457,33;
31/05/1994;0,6819;2467,2;387,3;456,5;
01/06/1994;0,6938;2526,4;383,8;457,63;
02/06/1994;0,6938;2526,4;384,6;457,65;
03/06/1994;0,706;2695,9;380,9;460,13;
06/06/1994;0,7183;2908,6;380,9;458,88;
07/06/1994;0,7309;2920,5;381,45;458,21;
08/06/1994;0,7439;2821,8;382,1;457,06;
09/06/1994;0,7573;2932,4;383,3;457,86;
10/06/1994;0,7706;3020,4;384,1;458,67;
13/06/1994;0,7846;2946,9;383,7;459,1;
14/06/1994;0,7985;3017,3;384,5;462,37;
15/06/1994;0,8129;3069,7;387,2;460,61;
16/06/1994;0,8278;3033,8;386;461,93;
17/06/1994;0,843;3237,6;388,25;458,45;
20/06/1994;0,8585;3237,8;389,4;455,48;
21/06/1994;0,8748;3127,6;394,55;451,34;
22/06/1994;0,8916;3198,5;390,1;453,09;
23/06/1994;0,9087;3198,5;389,75;449,63;
24/06/1994;0,9261;3109,6;391,6;442,8;
27/06/1994;0,9441;3372,1;385,1;447,31;
28/06/1994;0,9625;3563,5;386,7;446,07;
29/06/1994;0,9813;3828,3;385,1;447,63;
30/06/1994;1;3623,1;386,3;444,27;
01/07/1994;1;3623,1;387,2;446,2;
04/07/1994;0,94;3580,8;387,2;446,2;
05/07/1994;0,93;3564,3;386,3;446,37;
06/07/1994;0,915;3753,5;384,1;446,13;
07/07/1994;0,911;3904,9;385,2;448,38;
08/07/1994;0,935;4051,9;383,5;449,55;
11/07/1994;0,92;4010,8;386,2;448,06;
12/07/1994;0,917;3919,7;385,8;447,95;
13/07/1994;0,921;3840,8;383,7;448,73;
14/07/1994;0,921;4016,5;384,2;453,41;
15/07/1994;0,935;4079,9;386,3;454,16;
18/07/1994;0,934;4045,3;386,1;455,22;
19/07/1994;0,931;3874,6;387;453,86;
20/07/1994;0,927;4038,6;385,6;451,6;
21/07/1994;0,936;4018,4;386,8;452,61;
22/07/1994;0,935;3986,6;385,3;453,11;
25/07/1994;0,936;3993,9;385,25;454,25;
26/07/1994;0,935;4077,2;386,5;453,36;
27/07/1994;0,937;4077,2;388;452,57;
28/07/1994;0,942;4255,3;388,1;454,23;
29/07/1994;0,938;4201,3;383,6;458,26;
01/08/1994;0,926;4152;384;461,01;
02/08/1994;0,919;4310,7;379,4;460,56;
03/08/1994;0,91;4392,1;378,2;461,45;
04/08/1994;0,91;4354,9;378,2;458,4;
05/08/1994;0,912;4469,5;378,5;457,09;
08/08/1994;0,901;4580,9;377,75;457,89;
09/08/1994;0,895;4558,2;378,3;457,93;
10/08/1994;0,892;4513,2;377,9;460,3;
11/08/1994;0,899;4463,7;377,75;458,88;
12/08/1994;0,903;4547,1;376,8;461,94;
15/08/1994;0,895;4651;377,1;461,23;
16/08/1994;0,896;4744,1;376,4;465,01;
17/08/1994;0,898;4968,9;377,8;465,17;
18/08/1994;0,8945;5026,5;381,4;463,17;
19/08/1994;0,893;5138,2;382,4;463,68;
22/08/1994;0,886;5385,8;382,3;462,32;
23/08/1994;0,886;5303,9;382,1;464,51;
24/08/1994;0,8835;5207,7;384,1;469,03;
25/08/1994;0,8865;5354,6;383,7;468,08;
26/08/1994;0,887;5214,3;383,7;473,8;
29/08/1994;0,895;5323;387,4;474,59;
30/08/1994;0,886;5379,6;386,9;476,07;
31/08/1994;0,888;5329,4;386,6;475,49;
01/09/1994;0,884;5436,9;387,3;473,17;
02/09/1994;0,885;5367,4;387,4;470,99;
05/09/1994;0,892;4804;387,35;470,99;
06/09/1994;0,884;4989,8;388,3;471,86;
07/09/1994;0,884;4989,8;390,5;470,96;
08/09/1994;0,88;5272,1;392;473,14;
09/09/1994;0,871;5351,1;392,1;468,18;
12/09/1994;0,852;5510,9;391,2;466,21;
13/09/1994;0,859;5510,9;390,9;467,51;
14/09/1994;0,854;5476,4;390,7;468,8;
15/09/1994;0,858;5287,4;388,5;474,81;
16/09/1994;0,8555;5293,7;390,2;471,19;
19/09/1994;0,853;5291,8;390,2;470,85;
20/09/1994;0,853;5177,3;393,8;463,36;
21/09/1994;0,856;5343,5;394,4;461,46;
22/09/1994;0,854;5395,2;395,8;461,27;
23/09/1994;0,858;5453,2;396,5;459,67;
26/09/1994;0,861;5265;396,25;460,82;
27/09/1994;0,864;5217,5;398,2;462,05;
28/09/1994;0,863;5277;395,9;464,84;
29/09/1994;0,851;5442,6;396;462,24;
30/09/1994;0,852;5484;394,25;462,69;
03/10/1994;0,852;5484;396;461,74;
04/10/1994;0,848;5335,1;393;454,59;
05/10/1994;0,846;5166,8;393;453,52;
06/10/1994;0,845;4979,4;392,25;452,36;
07/10/1994;0,843;4876,7;393,25;455,1;
10/10/1994;0,838;5032,1;391,75;459,04;
11/10/1994;0,834;4925,9;388,25;465,79;
12/10/1994;0,834;4925,9;388,2;465,47;
13/10/1994;0,835;4944,5;386,7;467,77;
14/10/1994;0,828;4833,7;387,75;469,1;
17/10/1994;0,828;4784,4;389,5;468,96;
18/10/1994;0,846;4909,6;390,25;467,66;
19/10/1994;0,852;4758,7;391,25;470,28;
20/10/1994;0,855;4724,4;391,75;466,85;
21/10/1994;0,852;4561,9;391;464,89;
24/10/1994;0,852;4344;390;460,83;
25/10/1994;0,853;4543,3;389,75;461,53;
26/10/1994;0,855;4663,7;389,25;462,62;
27/10/1994;0,851;4706,7;389;465,85;
28/10/1994;0,849;4927,5;388;473,77;
31/10/1994;0,845;4797,9;384,5;472,35;
01/11/1994;0,8435;4700,8;384,6;468,42;
02/11/1994;0,8435;4700,8;384,5;466,5;
03/11/1994;0,845;4508;384;467,91;
04/11/1994;0,844;4666,6;383,9;462,28;
07/11/1994;0,838;4808,7;383;463,07;
08/11/1994;0,833;4782,1;384,1;465,65;
09/11/1994;0,83;4885;384;465,4;
10/11/1994;0,834;4992,5;385,4;464,37;
11/11/1994;0,835;4951,9;385,5;462,35;
14/11/1994;0,8365;4948,7;385,1;466,04;
15/11/1994;0,833;4948,7;387,1;465,03;
16/11/1994;0,832;4989,5;386,5;465,6;
17/11/1994;0,832;4873,7;386,5;463,56;
18/11/1994;0,835;4712,4;384,7;461,47;
21/11/1994;0,835;4483,4;383,8;458,3;
22/11/1994;0,835;4494,8;384,15;450,09;
23/11/1994;0,843;4393;385,3;449,93;
24/11/1994;0,854;4573,3;384,8;449,93;
25/11/1994;0,858;4398,7;385,2;452,29;
28/11/1994;0,856;4398,7;383,1;454,16;
29/11/1994;0,852;4672;383;455,17;
30/11/1994;0,846;4656;381,4;453,69;
01/12/1994;0,847;4652,3;380,25;448,92;
02/12/1994;0,856;4525,4;376,5;453,3;
05/12/1994;0,8485;4631,3;376,5;453,32;
06/12/1994;0,845;4573;376,5;453,11;
07/12/1994;0,845;4597,1;376,8;451,23;
08/12/1994;0,846;4768,6;377,4;445,45;
09/12/1994;0,845;4731,3;378;446,96;
12/12/1994;0,843;4813,1;377,75;449,47;
13/12/1994;0,842;4835,1;378,75;450,15;
14/12/1994;0,846;4976,8;379,3;454,97;
15/12/1994;0,85;4842,6;380;455,34;
16/12/1994;0,848;4917,6;379,2;458,8;
19/12/1994;0,8475;4922,9;380,1;457,91;
20/12/1994;0,849;4799;382,35;457,1;
21/12/1994;0,852;4495,2;381,9;459,61;
22/12/1994;0,859;4221,2;381,4;459,67;
23/12/1994;0,853;4351,4;380,8;459,83;
26/12/1994;0,849;4278,2;381,5;459,83;
27/12/1994;0,851;4113,7;381,5;462,47;
28/12/1994;0,855;4195,3;383,75;460,86;
29/12/1994;0,847;4353,9;382,9;461,16;
30/12/1994;0,846;4353,9;383,2;459,27;
02/01/1995;0,844;4319,1;383;459,27;
03/01/1995;0,845;4098;379,85;459,11;
04/01/1995;0,845;3967,9;374,3;460,71;
05/01/1995;0,843;4036,6;374,75;460,34;
06/01/1995;0,84;3827,4;371,5;460,68;
09/01/1995;0,844;3627,8;373,5;460,83;
10/01/1995;0,847;3627,8;374,8;461,68;
11/01/1995;0,851;3499,1;376;461,66;
12/01/1995;0,845;3840,6;381,25;461,64;
13/01/1995;0,847;4103,8;378,95;465,97;
16/01/1995;0,847;4056,4;377,75;469,38;
17/01/1995;0,846;4209,7;380,6;470,05;
18/01/1995;0,846;4078,5;382,4;469,72;
19/01/1995;0,848;3809,37;383,75;466,95;
20/01/1995;0,848;3862,32;384,2;464,78;
23/01/1995;0,85;3758,45;381,5;465,81;
24/01/1995;0,851;3840,26;381,75;465,86;
25/01/1995;0,851;3840,26;381,1;467,44;
26/01/1995;0,845;3926,9;381,5;468,32;
27/01/1995;0,844;3784,33;378,25;470,39;
30/01/1995;0,846;3580,74;377;468,51;
31/01/1995;0,841;3885,02;375,1;470,42;
01/02/1995;0,842;3989,83;376,2;470,4;
02/02/1995;0,839;3897,88;376,25;472,78;
03/02/1995;0,839;3944,38;376,3;478,64;
06/02/1995;0,836;3829,84;375,9;481,14;
07/02/1995;0,836;3637,4;374,8;480,81;
08/02/1995;0,835;3556,28;376;481,19;
09/02/1995;0,833;3401,57;376,5;480,19;
10/02/1995;0,834;3307,7;376,3;481,46;
13/02/1995;0,832;3294,94;375,6;481,65;
14/02/1995;0,834;3192,23;376,3;482,55;
15/02/1995;0,836;3069,41;376,5;484,54;
16/02/1995;0,844;2863,83;377,15;485,22;
17/02/1995;0,85;3023,28;379;481,97;
20/02/1995;0,841;2961,61;379,7;481,97;
21/02/1995;0,842;2793,07;378,7;482,74;
22/02/1995;0,847;2872,39;379,55;485,07;
23/02/1995;0,844;3217,42;379,15;486,91;
24/02/1995;0,85;3270,88;376,6;488,11;
27/02/1995;0,85;3270,88;376,5;483,81;
28/02/1995;0,85;3270,88;377,1;487,39;
01/03/1995;0,85;3270,88;374,9;485,65;
02/03/1995;0,852;2989,09;376,9;485,13;
03/03/1995;0,857;2988;376,8;485,42;
06/03/1995;0,867;2867,17;379,2;485,63;
07/03/1995;0,874;2615,71;384,4;482,12;
08/03/1995;0,887;2363,32;379,9;483,14;
09/03/1995;0,887;2138,28;382;483,16;
10/03/1995;0,879;2686,16;382,3;489,57;
13/03/1995;0,88;2670,87;385,75;490,05;
14/03/1995;0,8805;3016,91;385,8;492,89;
15/03/1995;0,8895;2939,43;386,3;491,88;
16/03/1995;0,892;3141,72;384,1;495,41;
17/03/1995;0,889;2981,13;383,7;495,52;
20/03/1995;0,9015;2870,06;383,1;496,15;
21/03/1995;0,9;3006,13;383,5;495,07;
22/03/1995;0,907;3003,95;383,1;495,67;
23/03/1995;0,907;3145,62;383,75;495,95;
24/03/1995;0,908;3361,21;382,3;500,97;
27/03/1995;0,909;3372,26;382,1;503,2;
28/03/1995;0,907;3255,77;382,3;503,9;
29/03/1995;0,908;3198,17;382,4;503,12;
30/03/1995;0,902;3125,53;386,4;502,22;
31/03/1995;0,895;2978,96;391,4;500,71;
03/04/1995;0,901;2893,52;392;501,85;
04/04/1995;0,9;3125,12;392,3;505,24;
05/04/1995;0,899;3180,39;394,4;505,57;
06/04/1995;0,893;3254,59;394,25;506,08;
07/04/1995;0,899;3192,64;392,9;506,42;
10/04/1995;0,896;3114,1;389,9;507,01;
11/04/1995;0,9;3017,77;390,3;505,53;
12/04/1995;0,9085;3020,77;390,2;507,17;
13/04/1995;0,9;3020,77;389,5;509,23;
14/04/1995;0,9;3020,77;389,5;509,23;
17/04/1995;0,904;3113,13;394;506,13;
18/04/1995;0,904;3193,92;395,2;505,37;
19/04/1995;0,913;3330,68;394,7;504,92;
20/04/1995;0,917;3384,26;392,5;505,29;
21/04/1995;0,917;3384,26;390,4;508,49;
24/04/1995;0,918;3512,88;390,45;512,89;
25/04/1995;0,9205;3699,15;390,2;512,1;
26/04/1995;0,918;3825,88;386,7;512,66;
27/04/1995;0,918;3851,08;387,25;513,55;
28/04/1995;0,912;3813,73;387,1;514,71;
01/05/1995;0,912;3813,73;388,1;514,26;
02/05/1995;0,913;3861,52;389;514,86;
03/05/1995;0,905;3975,96;389,9;520,48;
04/05/1995;0,904;4043,94;390,7;520,54;
05/05/1995;0,901;4008,24;390;520,12;
08/05/1995;0,898;3914,21;389,7;523,96;
09/05/1995;0,896;4065,41;383,8;523,56;
10/05/1995;0,893;4050,44;383,8;524,36;
11/05/1995;0,8965;3951,07;383,8;524,37;
12/05/1995;0,896;3998,33;383,7;525,55;
15/05/1995;0,8891;3894,05;385,1;527,74;
16/05/1995;0,8895;3835,12;384,8;528,19;
17/05/1995;0,8895;3964,36;383,6;527,07;
18/05/1995;0,8885;4008,06;383,6;519,58;
19/05/1995;0,89;3950,01;383,5;519,19;
22/05/1995;0,889;4033,7;382,3;523,65;
23/05/1995;0,889;4048,7;383,3;528,59;
24/05/1995;0,8885;4099,56;384,2;528,61;
25/05/1995;0,892;4018,95;385,3;528,59;
26/05/1995;0,896;3904,97;386;523,65;
29/05/1995;0,905;3896,31;387;523,65;
30/05/1995;0,9065;3706,81;385,5;523,58;
31/05/1995;0,9075;3720,6;384,3;533,4;
01/06/1995;0,907;3773,56;385,05;533,49;
02/06/1995;0,904;3966,46;383,6;532,51;
05/06/1995;0,904;4062,81;384,6;535,6;
06/06/1995;0,9075;3933,27;384,5;535,55;
07/06/1995;0,91;3808,2;386,4;533,13;
08/06/1995;0,911;3818,5;385,5;532,35;
09/06/1995;0,912;3670,66;388,5;527,94;
12/06/1995;0,917;3704,79;387,4;530,88;
13/06/1995;0,914;3789,27;386,8;536,05;
14/06/1995;0,906;3665,04;388,1;536,47;
15/06/1995;0,906;3665,04;391,4;537,12;
16/06/1995;0,908;3717,85;390;539,83;
19/06/1995;0,911;3696,13;391,7;545,22;
20/06/1995;0,913;3576,94;391;544,98;
21/06/1995;0,918;3631,62;391;543,98;
22/06/1995;0,919;3598,82;390,1;551,07;
23/06/1995;0,9195;3585,65;390,3;549,71;
26/06/1995;0,918;3537,04;389,9;544,13;
27/06/1995;0,9185;3661,33;389,5;542,43;
28/06/1995;0,9185;3715,44;387,3;544,73;
29/06/1995;0,919;3678,04;388,1;543,87;
30/06/1995;0,921;3603,39;384,6;544,75;
03/07/1995;0,9203;3594,37;385;547,09;
04/07/1995;0,919;3633,6;385,15;547,09;
05/07/1995;0,921;3700,3;384,3;547,26;
06/07/1995;0,924;3820,97;385,2;553,99;
07/07/1995;0,924;3961,74;385,9;556,37;
10/07/1995;0,924;3958,4;386,25;557,19;
11/07/1995;0,924;3889,21;385,3;554,78;
12/07/1995;0,924;4026,47;389,2;560,89;
13/07/1995;0,9248;4007,5;389,25;561;
14/07/1995;0,925;4026,81;388,9;559,89;
17/07/1995;0,927;4016,13;389,4;562,72;
18/07/1995;0,928;3919,18;390;558,46;
19/07/1995;0,928;3829,44;388,1;550,98;
20/07/1995;0,928;3939,03;386,5;553,54;
21/07/1995;0,9331;3862,38;386,6;553,62;
24/07/1995;0,933;3899,7;387,4;556,63;
25/07/1995;0,935;3917,94;387;561,1;
26/07/1995;0,935;3878,81;386,9;561,61;
27/07/1995;0,936;3912,86;383,3;565,22;
28/07/1995;0,936;3888,36;383,5;562,93;
31/07/1995;0,935;3877,48;382,6;562,06;
01/08/1995;0,935;3870,8;383,5;559,64;
02/08/1995;0,9351;3918,47;383,25;558,8;
03/08/1995;0,9351;4025,53;384,3;558,75;
04/08/1995;0,935;4200,35;384,1;558,94;
07/08/1995;0,935;4393,87;384,5;560,03;
08/08/1995;0,935;4310,76;385,05;560,39;
09/08/1995;0,935;4279,79;384,9;559,71;
10/08/1995;0,935;4337,01;384,5;557,45;
11/08/1995;0,936;4193;384;555,11;
14/08/1995;0,94;4081,23;384,7;559,74;
15/08/1995;0,941;4156,37;385,7;558,57;
16/08/1995;0,941;4223,31;382,8;559,97;
17/08/1995;0,941;4229,16;384,75;559,04;
18/08/1995;0,942;4235,4;385,3;559,21;
21/08/1995;0,941;4298,99;384,9;558,11;
22/08/1995;0,943;4305,58;383,5;559,52;
23/08/1995;0,946;4471,18;383,7;557,14;
24/08/1995;0,946;4445,01;383,2;557,46;
25/08/1995;0,947;4459,22;383,4;560,1;
28/08/1995;0,9478;4514,96;383,3;559,05;
29/08/1995;0,95;4367,8;382,7;560;
30/08/1995;0,95;4236,07;381,6;560,92;
31/08/1995;0,95;4310,51;382,75;561,88;
01/09/1995;0,95;4449,99;381,05;563,84;
04/09/1995;0,948;4520,19;380,25;563,84;
05/09/1995;0,948;4563,12;380,4;569,17;
06/09/1995;0,948;4550,04;380,5;570,17;
07/09/1995;0,948;4550,04;383;570,29;
08/09/1995;0,95;4531,62;382,9;572,68;
11/09/1995;0,951;4638,62;383;573,91;
12/09/1995;0,951;4703,66;385,4;576,51;
13/09/1995;0,952;4737,36;384,4;578,77;
14/09/1995;0,952;4810,53;386;583,61;
15/09/1995;0,952;4801,81;385,2;583,35;
18/09/1995;0,952;4851,38;385,75;582,77;
19/09/1995;0,952;4861,23;385,7;584,2;
20/09/1995;0,953;4776,63;385;586,77;
21/09/1995;0,953;4693,6;385,5;583;
22/09/1995;0,953;4673,78;384;581,73;
25/09/1995;0,9531;4579,1;383,2;581,81;
26/09/1995;0,954;4543,95;384;581,41;
27/09/1995;0,955;4548,04;383,6;581,04;
28/09/1995;0,955;4566,67;383,9;585,87;
29/09/1995;0,953;4670,14;384;584,41;
02/10/1995;0,953;4538;382,5;581,72;
03/10/1995;0,958;4504,22;382,5;582,34;
04/10/1995;0,9581;4426,34;383,1;581,47;
05/10/1995;0,9579;4498,68;383,4;582,63;
06/10/1995;0,9585;4514,63;383,4;582,49;
09/10/1995;0,9583;4456,68;384,9;578,37;
10/10/1995;0,958;4409,54;385,5;577,52;
11/10/1995;0,958;4500,7;385,15;579,46;
12/10/1995;0,9578;4500,7;384,8;583,1;
13/10/1995;0,958;4513,62;384,5;584,5;
16/10/1995;0,958;4549,64;384;583,03;
17/10/1995;0,958;4621;384,1;586,78;
18/10/1995;0,9585;4601,75;384,05;587,44;
19/10/1995;0,9588;4585,01;382,25;590,65;
20/10/1995;0,961;4668,81;382,1;587,46;
23/10/1995;0,961;4563,95;383;585,06;
24/10/1995;0,9612;4528,18;382,7;586,54;
25/10/1995;0,9612;4343,78;383;582,47;
26/10/1995;0,9617;4060,27;383,25;576,72;
27/10/1995;0,9617;4140,61;383;579,7;
30/10/1995;0,9612;4069,07;382,5;583,25;
31/10/1995;0,9614;4128,39;383;581,5;
01/11/1995;0,9625;4099,83;382,5;584,22;
02/11/1995;0,9626;4099,83;382,9;589,72;
03/11/1995;0,9622;4158,78;382,6;590,57;
06/11/1995;0,9618;4094,31;382,7;588,46;
07/11/1995;0,9613;4111,21;385,5;586,32;
08/11/1995;0,961;4117,07;385,1;591,71;
09/11/1995;0,9612;4112,92;386,5;593,26;
10/11/1995;0,9612;3957,95;389,5;592,72;
13/11/1995;0,9625;3787,04;387,4;592,3;
14/11/1995;0,9623;3797,35;386;589,29;
15/11/1995;0,962;3797,35;386,25;593,96;
16/11/1995;0,9618;4003,61;386;597,34;
17/11/1995;0,9611;4063,58;387,3;600,07;
20/11/1995;0,9621;3966,07;386,9;596,85;
21/11/1995;0,9633;4059,55;385,7;600,24;
22/11/1995;0,9643;4105,77;381,9;598,4;
23/11/1995;0,9643;4191,04;383,1;598,4;
24/11/1995;0,9645;4081,65;384;599,97;
27/11/1995;0,9641;4105,16;385,3;601,32;
28/11/1995;0,9643;4049,81;388,8;606,45;
29/11/1995;0,9642;4182,47;389,1;607,64;
30/11/1995;0,966;4378,57;387,8;605,37;
01/12/1995;0,9661;4345,99;386,6;606,98;
04/12/1995;0,9663;4334,16;386,2;613,68;
05/12/1995;0,9662;4281,1;387,15;617,68;
06/12/1995;0,966;4303,61;388,9;620,18;
07/12/1995;0,966;4318,79;389,1;616,17;
08/12/1995;0,9665;4299,25;390;617,48;
11/12/1995;0,9665;4306,25;388,6;619,52;
12/12/1995;0,966;4365,61;388,9;618,78;
13/12/1995;0,9665;4369,8;386,6;621,69;
14/12/1995;0,9668;4183,32;386,2;616,92;
15/12/1995;0,9675;4158,67;386,5;616,34;
18/12/1995;0,9675;4056,01;388,1;606,81;
19/12/1995;0,9674;4034,99;387,7;611,93;
20/12/1995;0,9681;4205,71;388,2;605,94;
21/12/1995;0,9689;4252,03;388,05;610,49;
22/12/1995;0,9699;4343,22;387,5;611,96;
25/12/1995;0,9699;4343,22;388;611,96;
26/12/1995;0,9697;4364,04;388,05;614,3;
27/12/1995;0,9704;4346,26;387,05;614,53;
28/12/1995;0,9721;4299;387,15;614,12;
29/12/1995;0,9717;4299;387,1;615,93;
01/01/1996;0,9717;4299;387,1;615,93;
02/01/1996;0,9721;4390,05;391,25;620,73;
03/01/1996;0,9722;4681,48;395,3;621,32;
04/01/1996;0,9723;4684,06;394;617,7;
05/01/1996;0,9719;4694,34;396,3;616,71;
08/01/1996;0,9721;4741,01;396,95;618,46;
09/01/1996;0,9721;4653,88;396,3;609,45;
10/01/1996;0,9721;4622,19;399,8;598,48;
11/01/1996;0,9727;4748,68;399;602,69;
12/01/1996;0,9729;4846,59;396,3;601,81;
15/01/1996;0,9722;4895,44;396;599,82;
16/01/1996;0,9737;4846,78;398,6;608,44;
17/01/1996;0,9723;4836,22;399,8;606,37;
18/01/1996;0,9724;4833,85;397,5;608,24;
19/01/1996;0,9729;4909,03;399,8;611,83;
22/01/1996;0,9741;4893,81;403,6;613,4;
23/01/1996;0,9761;4985,2;403,5;612,79;
24/01/1996;0,977;4945,25;403,65;619,96;
25/01/1996;0,977;4945,25;406,85;617,03;
26/01/1996;0,9779;4907,71;406,2;621,62;
29/01/1996;0,9779;4934,81;406,3;624,22;
30/01/1996;0,9783;5133,5;404,7;630,15;
31/01/1996;0,9782;5151,54;406,3;636,02;
01/02/1996;0,9781;5269,38;411,6;638,46;
02/02/1996;0,9781;5410,91;415,5;635,84;
05/02/1996;0,9781;5332,95;413,95;641,43;
06/02/1996;0,9781;5354,09;412,4;646,33;
07/02/1996;0,9782;5283,01;409,2;649,93;
08/02/1996;0,9782;5322,63;409,3;656,07;
09/02/1996;0,9784;5305,41;405,8;656,37;
12/02/1996;0,9782;5338,96;401,4;661,45;
13/02/1996;0,9801;5385,56;403,6;660,51;
14/02/1996;0,9808;5330,81;404,4;655,58;
15/02/1996;0,9823;5273,71;404;651,32;
16/02/1996;0,9845;5172,99;404,8;647,98;
19/02/1996;0,9845;5172,99;405,85;647,98;
20/02/1996;0,984;5172,99;399,4;640,65;
21/02/1996;0,9833;5172,99;402,5;648,1;
22/02/1996;0,9819;5237,72;399,85;658,86;
