Data;USDBRL;IBOVESPA;OURO;S&P;GEBR10Y Index
01/11/2001;2,672;11387,81;279,65;1084,1;
02/11/2001;2,673;11387,81;279,95;1087,2;
05/11/2001;2,6;12164,66;278,95;1102,84;
06/11/2001;2,61;12415,57;280,25;1118,86;
07/11/2001;2,559;12615,83;280,75;1115,8;
08/11/2001;2,5325;12553,64;276,75;1118,54;
09/11/2001;2,535;12730,71;277,45;1120,31;
12/11/2001;2,55;12567,12;278,25;1118,33;
13/11/2001;2,521;12918,09;277,55;1139,09;
14/11/2001;2,544;12825,62;278,3;1141,21;
15/11/2001;2,544;12825,62;275,35;1142,24;
16/11/2001;2,5265;12882,82;274,85;1138,65;
19/11/2001;2,52;12987,23;272,95;1151,06;
20/11/2001;2,5535;12638,13;273,48;1142,66;
21/11/2001;2,543;12793,79;273,15;1137,03;
22/11/2001;2,5335;13019,43;272,85;1137,03;
23/11/2001;2,502;13423,86;272,9;1150,34;
26/11/2001;2,457;13759,53;273,15;1157,42;
27/11/2001;2,467;13602,88;273,45;1149,5;
28/11/2001;2,482;13019,2;274,35;1128,52;
29/11/2001;2,5415;12736,39;274,05;1140,2;
30/11/2001;2,4985;12931,71;274,4;1139,45;
03/12/2001;2,4515;13336;277,25;1129,9;
04/12/2001;2,437;13146,64;275,7;1144,8;
05/12/2001;2,436;13382,13;274,45;1170,35;
06/12/2001;2,42;13539,03;274,55;1167,1;
07/12/2001;2,39;13298,72;274,55;1158,31;
10/12/2001;2,332;13446,18;273,15;1139,93;
11/12/2001;2,3675;13348,12;272,8;1136,76;
12/12/2001;2,357;13562,94;274,55;1137,07;
13/12/2001;2,373;13148,37;274,45;1119,38;
14/12/2001;2,376;12959,17;278,45;1123,09;
17/12/2001;2,355;12912,06;278,15;1134,36;
18/12/2001;2,305;13397,36;280,45;1142,92;
19/12/2001;2,2945;13290,01;276,15;1149,56;
20/12/2001;2,335;12918,14;276,25;1139,93;
21/12/2001;2,3425;13368,53;278,15;1144,89;
24/12/2001;2,338;13368,53;278,05;1144,65;
25/12/2001;2,338;13368,53;278,75;1144,65;
26/12/2001;2,3245;13358,42;279,38;1149,37;
27/12/2001;2,332;13757;277,05;1157,13;
28/12/2001;2,3115;13577,57;276,55;1161,02;
31/12/2001;2,3105;13577,57;278,95;1148,08;
01/01/2002;2,3105;13577,57;278,95;1148,08;
02/01/2002;2,302;13872,09;278,75;1154,67;
03/01/2002;2,295;14265,35;278,45;1165,27;
04/01/2002;2,331;14331,92;278,95;1172,51;
07/01/2002;2,327;14378,59;278,75;1164,89;
08/01/2002;2,374;14167,58;279,05;1160,71;
09/01/2002;2,375;14020,79;283,95;1155,14;
10/01/2002;2,423;13570,18;286,35;1156,55;
11/01/2002;2,4015;13587,49;287,55;1145,6;
14/01/2002;2,395;13121,72;284,95;1138,41;
15/01/2002;2,375;13010,53;284,65;1146,19;
16/01/2002;2,363;13083,72;287,15;1127,57;
17/01/2002;2,3775;13336,73;284,05;1138,88;
18/01/2002;2,365;13372,65;283,55;1127,58;
21/01/2002;2,373;13154,56;282,55;1127,58;
22/01/2002;2,38;13003,93;282;1119,31;
23/01/2002;2,378;13232,14;279,25;1128,19;
24/01/2002;2,396;13162,26;278,98;1132,16;
25/01/2002;2,407;13162,26;279,45;1133,28;
28/01/2002;2,424;13001,88;278,65;1133,06;
29/01/2002;2,437;12501,06;281,85;1100,64;
30/01/2002;2,4325;12532,33;281,9;1113,57;
31/01/2002;2,413;12721,45;282,55;1130,21;
01/02/2002;2,42;12658,66;286,25;1122,2;
04/02/2002;2,423;12512,55;289,9;1094,44;
05/02/2002;2,42;12747,51;297,55;1090,02;
06/02/2002;2,4355;12750,97;297;1083,51;
07/02/2002;2,4625;12683,67;301,15;1080,17;
08/02/2002;2,4555;12597,86;303,75;1096,22;
11/02/2002;2,4565;12597,86;299,75;1111,94;
12/02/2002;2,4565;12597,86;300,25;1107,5;
13/02/2002;2,409;12960,67;299,25;1118,51;
14/02/2002;2,4305;13245,06;300;1116,48;
15/02/2002;2,427;13229,51;297,85;1104,18;
18/02/2002;2,4315;13121,71;297,75;1104,18;
19/02/2002;2,425;12991,5;293,1;1083,34;
20/02/2002;2,4195;13302,8;291,45;1097,98;
21/02/2002;2,4225;13530,24;292,75;1080,95;
22/02/2002;2,4215;13562;292,75;1089,84;
25/02/2002;2,394;13977,6;292,55;1109,44;
26/02/2002;2,395;13963,6;297,75;1109,38;
27/02/2002;2,356;14212,12;296,8;1109,89;
28/02/2002;2,3635;14033,29;296,55;1106,73;
01/03/2002;2,3445;14414;298,15;1131,78;
04/03/2002;2,3255;14471,23;296,85;1153,84;
05/03/2002;2,3315;14011,44;293,95;1146,14;
06/03/2002;2,3675;13838,72;293,5;1162,77;
07/03/2002;2,3705;13725,98;289,55;1157,54;
08/03/2002;2,3515;13961,93;289,75;1164,31;
11/03/2002;2,356;13695,77;290,7;1168,26;
12/03/2002;2,3295;14181,42;293,85;1165,58;
13/03/2002;2,349;14244,16;293,35;1154,09;
14/03/2002;2,344;14117,29;291,25;1153,04;
15/03/2002;2,3465;14365,49;290,05;1166,16;
18/03/2002;2,341;14244,64;292,57;1165,55;
19/03/2002;2,343;14117,81;293,2;1170,29;
20/03/2002;2,344;14089,77;292,45;1151,85;
21/03/2002;2,342;13717,34;293,15;1153,59;
22/03/2002;2,3615;13312,38;297,75;1148,7;
25/03/2002;2,365;13277,58;298,25;1131,87;
26/03/2002;2,3465;13569,95;296,75;1138,49;
27/03/2002;2,323;13424,72;302,38;1144,58;
28/03/2002;2,325;13254,55;302,65;1147,39;
29/03/2002;2,325;13254,55;302,65;1147,39;
01/04/2002;2,296;13467,39;303,35;1146,55;
02/04/2002;2,298;13245,19;305,85;1136,77;
03/04/2002;2,312;13084,81;302,55;1125,4;
04/04/2002;2,301;13360,32;301;1126,34;
05/04/2002;2,277;13276,32;300,05;1122,73;
08/04/2002;2,284;13159,51;300,5;1125,29;
09/04/2002;2,277;13195,06;298,55;1117,8;
10/04/2002;2,265;13416,12;301,25;1130,46;
11/04/2002;2,283;13411,47;302,6;1103,69;
12/04/2002;2,294;13750,89;302,15;1111,01;
15/04/2002;2,323;13471,96;299,85;1102,55;
16/04/2002;2,3145;13622,65;299;1128,37;
17/04/2002;2,3225;13732,01;302,05;1126,07;
18/04/2002;2,3225;13573,15;303,65;1124,47;
19/04/2002;2,3305;13478,34;302,35;1125,17;
22/04/2002;2,34;13224,18;302,9;1107,83;
23/04/2002;2,361;13188,03;303,65;1100,96;
24/04/2002;2,354;13380,8;304,05;1093,14;
25/04/2002;2,363;13272,74;307,65;1091,48;
26/04/2002;2,3715;13075,54;311,35;1076,32;
29/04/2002;2,364;13090,29;311,1;1065,46;
30/04/2002;2,361;13085,12;308,45;1076,92;
01/05/2002;2,361;13085,12;308,75;1086,46;
02/05/2002;2,4065;12538,24;307,85;1084,56;
03/05/2002;2,407;12609,79;311,95;1073,43;
06/05/2002;2,421;12430,24;312,3;1052,67;
07/05/2002;2,4315;12342,46;311,45;1049,49;
08/05/2002;2,437;12616,85;308,15;1088,85;
09/05/2002;2,472;12101,93;309,55;1073,01;
10/05/2002;2,4645;12130,14;311,05;1054,99;
13/05/2002;2,5315;12002,32;310,85;1074,56;
14/05/2002;2,507;12204,12;307,65;1097,28;
15/05/2002;2,502;12349,58;309,05;1091,07;
16/05/2002;2,462;12660,12;309,85;1098,23;
17/05/2002;2,476;12699,17;311,05;1106,59;
20/05/2002;2,4785;12667,75;315,95;1091,88;
21/05/2002;2,489;12701,22;316,15;1079,88;
22/05/2002;2,524;12367,98;317,95;1086,02;
23/05/2002;2,528;12555,72;322,05;1097,08;
24/05/2002;2,519;12573,97;320,55;1083,82;
27/05/2002;2,524;12698,34;320,25;1083,82;
28/05/2002;2,527;12728,18;324,25;1074,55;
29/05/2002;2,513;12985,17;325,05;1067,66;
30/05/2002;2,512;12985,17;325,05;1064,66;
31/05/2002;2,513;12861,43;326,55;1067,14;
03/06/2002;2,5345;12659,48;327,65;1040,68;
04/06/2002;2,596;12600,22;327,85;1040,69;
05/06/2002;2,607;12589,79;321,45;1049,9;
06/06/2002;2,677;12112,58;325,65;1029,15;
07/06/2002;2,6345;12282,51;323,95;1027,53;
10/06/2002;2,6355;12599,51;319,05;1030,74;
11/06/2002;2,7085;12210,49;321,05;1013,6;
12/06/2002;2,791;12132,98;319,25;1020,26;
13/06/2002;2,7075;11962,19;318,15;1009,56;
14/06/2002;2,715;11698,95;319,35;1007,28;
17/06/2002;2,651;11937,17;316,85;1036,17;
18/06/2002;2,7175;11821,18;320,05;1037,14;
19/06/2002;2,707;11493,18;320,85;1019,99;
20/06/2002;2,8015;10908,68;323,95;1006,29;
21/06/2002;2,8305;10397,55;324,65;989,14;
24/06/2002;2,774;10759,08;322,45;992,72;
25/06/2002;2,829;10705,58;321,35;976,14;
26/06/2002;2,8805;10690,53;319,25;973,53;
27/06/2002;2,831;11013,32;318,25;990,64;
28/06/2002;2,8175;11139,16;314,45;989,81;
01/07/2002;2,893;10892,46;315,15;968,65;
02/07/2002;2,901;10845,63;312,95;948,09;
03/07/2002;2,85;10635,52;311,15;953,99;
04/07/2002;2,8725;10655,47;310,75;953,99;
05/07/2002;2,8785;10523,65;311,55;989,03;
08/07/2002;2,861;10687,09;312,85;976,98;
09/07/2002;2,8525;10687,09;316,85;952,83;
10/07/2002;2,8485;10555,99;316,35;920,47;
11/07/2002;2,8015;10806,45;316,5;927,37;
12/07/2002;2,81;10967;316,05;921,39;
15/07/2002;2,8555;10633,2;318,15;917,93;
16/07/2002;2,877;10577,81;318,25;901,05;
17/07/2002;2,896;10754,62;317,65;906,04;
18/07/2002;2,85;10812,78;317,95;881,56;
19/07/2002;2,869;10583,15;323,95;847,76;
22/07/2002;2,9025;9892,33;323,15;819,85;
23/07/2002;2,9225;9745,83;313,25;797,7;
24/07/2002;2,9435;9937,38;311,25;843,42;
25/07/2002;2,9955;9665,9;310,05;838,68;
26/07/2002;3,0125;9217,15;303,75;852,84;
29/07/2002;3,175;9240,47;302,55;898,96;
30/07/2002;3,3465;9341,88;304,75;902,78;
31/07/2002;3,46;9762,59;303,55;911,62;
01/08/2002;3,12;9759,64;304,65;884,66;
02/08/2002;3,005;9852,03;307,35;864,24;
05/08/2002;3,165;9469,84;308,15;834,6;
06/08/2002;3,11;9755,08;306,35;859,57;
07/08/2002;3,0175;9869,6;314,05;876,77;
08/08/2002;2,925;10315,68;310,65;905,46;
09/08/2002;3,02;9985,77;314,55;908,64;
12/08/2002;3,145;9723,69;314,25;903,8;
13/08/2002;3,1625;9444,1;315,65;884,21;
14/08/2002;3,195;9343,04;311,65;919,62;
15/08/2002;3,2075;9183,25;314,65;930,25;
16/08/2002;3,12;9526,28;313,95;928,77;
19/08/2002;3,101;9416,73;306,75;950,72;
20/08/2002;3,0985;9263,03;309,45;937,43;
21/08/2002;3,081;9437,66;308,05;949,36;
22/08/2002;3,1395;9702,58;307,05;962,7;
23/08/2002;3,108;9676,39;307,05;940,86;
26/08/2002;3,09;10097,56;309,45;947,95;
27/08/2002;3,119;10371,98;312,75;934,82;
28/08/2002;3,124;10379,86;310,05;917,87;
29/08/2002;3,057;10455,32;313,45;917,8;
30/08/2002;3,006;10382,2;312,75;916,07;
02/09/2002;3,06;10378,42;312,25;916,07;
03/09/2002;3,1;10135,8;314,15;878,02;
04/09/2002;3,115;9996,86;314,65;893,41;
05/09/2002;3,1525;9723,47;319,25;879,15;
06/09/2002;3,1585;9716,97;320,25;893,92;
09/09/2002;3,1005;9954,36;321,25;902,96;
10/09/2002;3,1265;9960,18;317,75;909,58;
11/09/2002;3,11;10182,22;317,65;909,45;
12/09/2002;3,1245;10172,54;319,05;886,91;
13/09/2002;3,1595;10180,94;316,85;889,81;
16/09/2002;3,215;9831,05;317,45;891,1;
17/09/2002;3,275;9650,08;318,35;873,52;
18/09/2002;3,3525;9505,38;320,35;869,46;
19/09/2002;3,454;9372,32;323,35;843,32;
20/09/2002;3,4025;9585,48;322,15;845,39;
23/09/2002;3,5665;9264,17;323,25;833,7;
24/09/2002;3,7535;9148,43;326,15;819,29;
25/09/2002;3,698;9227,69;322,25;839,66;
26/09/2002;3,771;9199,01;320,05;854,95;
27/09/2002;3,8725;8715,87;319,95;827,37;
30/09/2002;3,7395;8622,54;323,55;815,28;
01/10/2002;3,599;8997,53;320,35;847,91;
02/10/2002;3,66;8820,05;323,05;827,91;
03/10/2002;3,695;9139,88;321,65;818,95;
04/10/2002;3,61;9259,76;322,25;800,58;
07/10/2002;3,675;8863,13;322,45;785,28;
08/10/2002;3,769;8846,53;318,25;798,55;
09/10/2002;3,914;8714,9;320,05;776,76;
10/10/2002;3,9505;8866,24;316,85;803,92;
11/10/2002;3,81;8854,85;316,75;835,32;
14/10/2002;3,85;8450,85;317,95;841,44;
15/10/2002;3,845;8506,91;313,55;881,27;
16/10/2002;3,9375;8370,88;314,55;860,02;
17/10/2002;3,877;8901,86;311,45;879,2;
18/10/2002;3,8675;9022,49;312,85;884,39;
21/10/2002;3,938;9128,03;311,15;899,72;
22/10/2002;3,9105;9331,36;313,05;890,16;
23/10/2002;3,9055;9840,03;311,95;896,14;
24/10/2002;3,813;9799,16;311,65;882,5;
25/10/2002;3,7275;10014,82;313,85;897,65;
28/10/2002;3,801;9573,94;315,65;890,23;
29/10/2002;3,82;9600,76;316,85;882,15;
30/10/2002;3,7125;10068,64;316,05;890,71;
31/10/2002;3,63;10167,71;317,75;885,76;
01/11/2002;3,5925;10140,05;319,75;900,96;
04/11/2002;3,5605;9912,76;318,55;908,35;
05/11/2002;3,547;9861,22;317,75;915,39;
06/11/2002;3,655;9702,76;318,15;923,76;
07/11/2002;3,566;9799,3;321,05;902,65;
08/11/2002;3,545;9860,29;321,55;894,74;
11/11/2002;3,525;9885,65;321,75;876,19;
12/11/2002;3,621;9720,55;324,45;882,95;
13/11/2002;3,654;9763,65;319,15;882,53;
14/11/2002;3,7;9884,27;318,25;904,27;
15/11/2002;3,6875;9884,27;320,55;909,83;
18/11/2002;3,57;9970,89;319,25;900,36;
19/11/2002;3,5245;9971,23;318,95;896,74;
20/11/2002;3,5155;10087,57;317,85;914,15;
21/11/2002;3,5255;10289,47;317,65;933,76;
22/11/2002;3,5575;10404,12;321,05;930,55;
25/11/2002;3,5468;10245,5;318,15;932,88;
26/11/2002;3,61;10131,69;318,35;913,31;
27/11/2002;3,611;10226,44;316,75;938,87;
28/11/2002;3,6025;10239,18;317,85;938,87;
29/11/2002;3,653;10508,81;318,15;936,31;
02/12/2002;3,605;10673,79;317,85;934,53;
03/12/2002;3,669;10662,83;320,75;920,75;
04/12/2002;3,7155;10640,11;322,15;917,57;
05/12/2002;3,792;10413,09;324,65;906,55;
06/12/2002;3,747;10569,02;326,25;912,23;
09/12/2002;3,7825;10338,75;326;892;
10/12/2002;3,807;10331,33;323,75;904,45;
11/12/2002;3,749;10613,62;324,85;904,96;
12/12/2002;3,7905;10586,92;331,25;901,59;
13/12/2002;3,7275;10564,35;333,15;889,48;
16/12/2002;3,6185;10771,08;336,65;910,4;
17/12/2002;3,585;10832,56;336,75;902,99;
18/12/2002;3,524;10984,5;343,25;891,12;
19/12/2002;3,474;11207,5;345,55;884,25;
20/12/2002;3,48;11489,99;340,75;895,75;
23/12/2002;3,512;11470,15;345,65;897,38;
24/12/2002;3,5085;11470,15;346,55;892,47;
25/12/2002;3,505;11470,15;343,85;892,47;
26/12/2002;3,583;11318,08;349,65;889,66;
27/12/2002;3,535;11234,49;349,25;875,4;
30/12/2002;3,54;11268,47;343,65;879,39;
31/12/2002;3,54;11268,47;348,05;879,82;
01/01/2003;3,54;11268,47;348,05;879,82;
02/01/2003;3,5275;11602,98;346,05;909,03;
03/01/2003;3,44;11600,23;351,25;908,59;
06/01/2003;3,338;12019,7;351,25;929,01;
07/01/2003;3,281;11876,09;347,25;922,93;
08/01/2003;3,341;11785,54;353,63;909,93;
09/01/2003;3,316;11911,72;352,75;927,58;
10/01/2003;3,2975;12242,92;354,75;927,57;
13/01/2003;3,295;12110,27;354,55;926,26;
14/01/2003;3,261;12174,66;351,35;931,66;
15/01/2003;3,314;11971,31;350,75;918,22;
16/01/2003;3,321;11951,93;357,45;914,6;
17/01/2003;3,375;11675,7;356,55;901,78;
20/01/2003;3,4145;11648,38;355,75;901,78;
21/01/2003;3,49;11434,71;357,75;887,62;
22/01/2003;3,534;11142,48;361,85;878,36;
23/01/2003;3,5275;11162,14;363,05;887,34;
24/01/2003;3,6225;10783,65;368,25;861,4;
27/01/2003;3,634;10529,77;369,65;847,48;
28/01/2003;3,6385;10516,84;369,25;858,54;
29/01/2003;3,577;10863,31;365,95;864,36;
30/01/2003;3,555;10750,79;370,35;844,61;
31/01/2003;3,4975;10941,09;368,15;855,7;
03/02/2003;3,515;10910,01;371,05;860,32;
04/02/2003;3,567;10577,17;381,25;848,2;
05/02/2003;3,59;10591,81;371,75;843,59;
06/02/2003;3,59;10565,83;370,05;838,15;
07/02/2003;3,58;10380,59;369,75;829,69;
10/02/2003;3,5875;10479,61;362,15;835,97;
11/02/2003;3,591;10509,42;363,88;829,2;
12/02/2003;3,607;10509,87;352,75;818,68;
13/02/2003;3,659;10107,77;356,55;817,37;
14/02/2003;3,665;10080,83;351,55;834,89;
17/02/2003;3,6175;10188,99;345,55;834,89;
18/02/2003;3,5915;10449,69;343,55;851,17;
19/02/2003;3,61;10251,86;349,45;845,13;
20/02/2003;3,6125;10216,84;352,25;837,1;
21/02/2003;3,6225;10330,87;351,35;848,17;
24/02/2003;3,582;10253,51;357,75;832,58;
25/02/2003;3,6025;10191,93;351,85;838,57;
26/02/2003;3,581;9994,89;354,35;827,55;
27/02/2003;3,5545;10126,05;345,45;837,28;
28/02/2003;3,5685;10280,61;349,95;841,15;
03/03/2003;3,565;10280,61;349,05;834,81;
04/03/2003;3,565;10280,61;354,25;821,99;
05/03/2003;3,5525;10305,52;353,55;829,85;
06/03/2003;3,496;10615,31;356,25;822,1;
07/03/2003;3,4975;10723,79;350,75;828,89;
10/03/2003;3,523;10308,61;354,45;807,48;
11/03/2003;3,4825;10339,68;350,65;800,73;
12/03/2003;3,4675;10576,93;345,75;804,19;
13/03/2003;3,4075;10783,04;334,35;831,9;
14/03/2003;3,4325;10817,36;336,35;833,27;
17/03/2003;3,4405;10874,75;336,55;862,79;
18/03/2003;3,4435;11150,99;337,85;866,45;
19/03/2003;3,4665;11006,39;336,45;874,02;
20/03/2003;3,4735;11158,98;332,25;875,67;
21/03/2003;3,4035;11377,42;326,05;895,79;
24/03/2003;3,398;11052,62;329,65;864,23;
25/03/2003;3,3675;11232,26;328,55;874,74;
26/03/2003;3,3815;11206,3;330,25;869,95;
27/03/2003;3,3815;11233,48;329,25;868,52;
28/03/2003;3,364;11396,2;331,85;863,5;
31/03/2003;3,3525;11273,63;337,45;848,18;
01/04/2003;3,3135;11592,1;334,95;858,48;
02/04/2003;3,26;11872;329,95;880,9;
03/04/2003;3,257;12006,2;325,25;876,45;
04/04/2003;3,22;12065,51;325,55;878,85;
07/04/2003;3,1525;12135,96;323,05;879,93;
08/04/2003;3,1825;11778,52;322,75;878,29;
09/04/2003;3,193;11758,9;326,85;865,99;
10/04/2003;3,2475;11591,45;326,55;871,58;
11/04/2003;3,204;11718,77;328,05;868,3;
14/04/2003;3,1615;11873,91;324,85;885,23;
15/04/2003;3,0825;12106;324,95;890,81;
16/04/2003;3,0925;12043,14;326,45;879,91;
17/04/2003;3,0325;12395,4;327,15;893,58;
18/04/2003;3,0325;12395,4;325,95;893,58;
21/04/2003;3,035;12395,4;333,55;892,01;
22/04/2003;3,0425;12452,48;332,95;911,37;
23/04/2003;3;12394,36;331,25;919,02;
24/04/2003;3,0105;12120,34;334,45;911,43;
25/04/2003;3,009;12126,05;333,25;898,81;
28/04/2003;2,958;12462,4;333,85;914,84;
29/04/2003;2,9105;12677,98;334,25;917,84;
30/04/2003;2,9105;12556,7;338,55;916,92;
01/05/2003;2,9105;12556,7;341,75;916,3;
02/05/2003;2,968;12810,08;340,95;930,08;
05/05/2003;3,0375;12832,76;342,25;926,55;
06/05/2003;3,022;12643,57;344,25;934,39;
07/05/2003;2,9475;12956,15;342,05;929,62;
08/05/2003;2,9125;12920,88;348,65;920,27;
09/05/2003;2,8725;13214,1;348,55;933,41;
12/05/2003;2,864;13320,34;351,25;945,11;
13/05/2003;2,89;13420,65;349,85;942,3;
14/05/2003;2,8905;13459,37;352,45;939,28;
15/05/2003;2,967;13129,69;351,95;946,67;
16/05/2003;2,9425;13224,98;354,75;944,3;
19/05/2003;2,9975;12745,94;366,25;920,77;
20/05/2003;3,0375;12745,1;367,95;919,73;
21/05/2003;3,001;13033,66;371,55;923,42;
22/05/2003;2,98;13100,9;367,05;931,87;
23/05/2003;2,9155;13142,69;368,75;933,22;
26/05/2003;3,025;12852,46;370,35;933,22;
27/05/2003;3,028;13246,26;366,25;951,48;
28/05/2003;3,012;13294,34;365,05;953,22;
29/05/2003;2,9345;13405,29;369,25;949,64;
30/05/2003;2,9675;13421,6;364,45;963,59;
02/06/2003;2,978;13228,78;365,85;967;
03/06/2003;2,944;13350,11;365,25;971,56;
04/06/2003;2,916;13718,08;361,28;986,24;
05/06/2003;2,8575;13779,88;368,75;990,14;
06/06/2003;2,8755;13923,11;363,75;987,76;
09/06/2003;2,8625;13845,73;361,85;975,93;
10/06/2003;2,869;13893,73;352,15;984,84;
11/06/2003;2,8515;13876,52;355,65;997,48;
12/06/2003;2,8635;13982,72;353,45;998,51;
13/06/2003;2,8385;13733,7;356,65;988,61;
16/06/2003;2,8725;13832,86;359,15;1010,74;
17/06/2003;2,8625;13776,63;363,35;1011,66;
18/06/2003;2,8865;13510,5;357,35;1010,09;
19/06/2003;2,8875;13510,5;361,35;994,7;
20/06/2003;2,8875;13130,96;357,38;995,69;
23/06/2003;2,86;12991,28;353;981,64;
24/06/2003;2,8675;13108,41;346,8;983,45;
25/06/2003;2,8595;13025,71;347,4;975,32;
26/06/2003;2,899;13111,71;344,15;985,82;
27/06/2003;2,876;13024,12;345,25;976,22;
30/06/2003;2,844;12972,58;346,4;974,5;
01/07/2003;2,835;13291,1;350,75;982,32;
02/07/2003;2,8155;13310,47;351,5;993,75;
03/07/2003;2,824;13134,41;351,15;985,7;
04/07/2003;2,839;13273,65;350,85;985,7;
07/07/2003;2,8825;13402,01;348,25;1004,42;
08/07/2003;2,871;13618,8;344,45;1007,84;
09/07/2003;2,86;13618,8;344,55;1002,21;
10/07/2003;2,891;13501,29;345,45;988,7;
11/07/2003;2,891;13320,58;345,2;998,14;
14/07/2003;2,854;13588,14;347,3;1003,86;
15/07/2003;2,8655;13614,1;342,15;1000,42;
16/07/2003;2,8435;13487,24;343,55;994;
17/07/2003;2,8675;13622,29;344,75;981,73;
18/07/2003;2,8875;13794,26;347,25;993,32;
21/07/2003;2,878;13675,85;351,75;978,8;
22/07/2003;2,883;13835,2;350,75;988,11;
23/07/2003;2,9;13798,79;359,65;988,61;
24/07/2003;2,8855;13761,1;361,65;981,6;
25/07/2003;2,891;13750,36;362,75;998,68;
28/07/2003;2,8975;13643,37;365,15;996,52;
29/07/2003;2,937;13623,34;361,85;989,28;
30/07/2003;2,9685;13474,58;356,35;987,49;
31/07/2003;2,966;13571,73;354,35;990,31;
01/08/2003;3,03;13129,81;346,15;980,15;
04/08/2003;3,0675;12938,85;349,45;982,82;
05/08/2003;3,0173;13059,27;352,05;965,46;
06/08/2003;3,0525;12887,73;351,75;967,08;
07/08/2003;2,984;13328,37;352,85;974,12;
08/08/2003;2,9865;13499,97;356,75;977,59;
11/08/2003;3,0025;13560,26;361,85;980,59;
12/08/2003;3,0285;13602,41;358,45;990,35;
13/08/2003;3,0065;13682,25;362,7;984,03;
14/08/2003;3,006;13812,12;365,95;990,51;
15/08/2003;2,992;13889,57;363,75;990,67;
18/08/2003;2,9925;14146,29;358,35;999,74;
19/08/2003;2,986;14157,94;362,05;1002,35;
20/08/2003;3,0025;14466,9;366,25;1000,3;
21/08/2003;2,999;14669,91;360,75;1003,28;
22/08/2003;2,9865;14613,03;362,95;993,06;
25/08/2003;2,9955;14473,17;361,25;993,71;
26/08/2003;2,987;14877,66;364,45;996,73;
27/08/2003;2,9561;15142,59;372,55;996,79;
28/08/2003;2,955;15064,56;369,65;1002,84;
29/08/2003;2,976;15174,49;375,55;1008,01;
01/09/2003;2,9865;15352,12;375,55;1008,01;
02/09/2003;2,963;15454,31;371,95;1021,99;
03/09/2003;2,961;15633,8;373,85;1026,27;
04/09/2003;2,9255;15704,8;373,35;1027,97;
05/09/2003;2,907;15899,64;377,35;1021,39;
08/09/2003;2,95;16050,22;375,25;1031,64;
09/09/2003;2,9215;15718,3;382,65;1023,17;
10/09/2003;2,891;15983,27;380,45;1010,92;
11/09/2003;2,9135;16292,43;380,15;1016,42;
12/09/2003;2,902;16421,35;375,25;1018,63;
15/09/2003;2,888;16341,75;374,05;1014,81;
16/09/2003;2,908;16269,58;373,25;1029,32;
17/09/2003;2,9072;16492,38;376,75;1025,97;
18/09/2003;2,901;16889,41;376,35;1039,58;
19/09/2003;2,902;16851,49;381,85;1036,3;
22/09/2003;2,8935;16485,6;387,1;1022,82;
23/09/2003;2,931;16443,53;384,75;1029,03;
24/09/2003;2,9215;16057,85;388,85;1009,38;
25/09/2003;2,94;15806,02;385,35;1003,27;
26/09/2003;2,935;15810,66;380,85;996,85;
29/09/2003;2,9263;16108,73;382,25;1006,58;
30/09/2003;2,9;16010,67;385,35;995,97;
01/10/2003;2,895;16578,74;384,75;1018,22;
02/10/2003;2,8875;16893,61;382,85;1020,24;
03/10/2003;2,886;17089,3;369,55;1029,85;
06/10/2003;2,8625;17273,38;372,95;1034,35;
07/10/2003;2,859;17470,14;376,45;1039,25;
08/10/2003;2,845;17804,8;375,25;1033,78;
09/10/2003;2,8315;17708,17;370,05;1038,73;
10/10/2003;2,831;17676,14;373,05;1038,06;
13/10/2003;2,835;18061,94;374,75;1045,35;
14/10/2003;2,833;18178,01;375,25;1049,48;
15/10/2003;2,838;17942,04;372,95;1046,76;
16/10/2003;2,851;17955,04;371,65;1050,07;
17/10/2003;2,868;17790,71;371,65;1039,32;
20/10/2003;2,869;18369,59;373,35;1044,68;
21/10/2003;2,8473;18448,72;380,75;1046,03;
22/10/2003;2,8608;18234,83;385,85;1030,36;
23/10/2003;2,862;17689,81;384,25;1033,77;
24/10/2003;2,87;17813,91;388,55;1028,91;
27/10/2003;2,8688;17750,48;387,95;1031,13;
28/10/2003;2,8532;18227,64;382,85;1046,79;
29/10/2003;2,8395;17944,84;386,5;1048,11;
30/10/2003;2,8482;18093,83;383,55;1046,94;
31/10/2003;2,8675;17982,49;384,25;1050,71;
03/11/2003;2,853;18517,16;376,65;1059,02;
04/11/2003;2,8578;18541,18;379,55;1053,25;
05/11/2003;2,868;18307,06;381,35;1051,81;
06/11/2003;2,8715;18612,96;379,95;1058,05;
07/11/2003;2,867;18672,19;383,05;1053,21;
10/11/2003;2,8883;18572,29;385,95;1047,11;
11/11/2003;2,9083;18408,62;387,95;1046,57;
12/11/2003;2,9035;18793,54;394,05;1058,56;
13/11/2003;2,9475;18754,55;394,65;1058,41;
14/11/2003;2,9425;18985,87;397,55;1050,35;
17/11/2003;2,9415;18668,71;391,05;1043,63;
18/11/2003;2,9405;18812,97;398,75;1034,15;
19/11/2003;2,9405;18807,34;395,05;1042,44;
20/11/2003;2,9387;19199,14;394,45;1033,65;
21/11/2003;2,9185;19248,39;396,05;1035,28;
24/11/2003;2,9172;19690,54;391,48;1052,08;
25/11/2003;2,9335;19809,89;391,25;1053,89;
26/11/2003;2,9465;19694,82;396,65;1058,45;
27/11/2003;2,9379;19960,77;395,25;1058,45;
