Data,USDBRL ,IBOVESPA,OURO,SPX
1998-10-21,1.1899,7350.41,295.25,1069.92
1998-10-22,1.1905,7603.43,292.55,1078.48
1998-10-23,1.1911,7272.02,292.85,1070.67
1998-10-26,1.1913,6971.79,292.2,1072.32
1998-10-27,1.1918,6869.14,293.65,1065.34
1998-10-28,1.192,6826.51,293.1,1068.09
1998-10-29,1.1918,6538.4,293.65,1085.93
1998-10-30,1.1928,7047.4,292.55,1098.67
1998-11-02,1.1929,7047.4,290.0,1111.6
1998-11-03,1.1916,7509.0,289.45,1110.84
1998-11-04,1.1912,7655.95,290.75,1118.67
1998-11-05,1.1907,8092.85,293.65,1133.85
1998-11-06,1.1882,8214.31,293.2,1141.01
1998-11-09,1.1894,8242.38,292.75,1130.2
1998-11-10,1.1907,8000.46,293.25,1128.26
1998-11-11,1.1904,7762.99,293.35,1120.97
1998-11-12,1.1909,7470.72,296.95,1117.69
1998-11-13,1.1911,7615.13,295.85,1125.72
1998-11-16,1.1905,8003.99,294.65,1135.87
1998-11-17,1.1905,8330.36,294.1,1139.32
1998-11-18,1.1908,8547.07,297.13,1144.48
1998-11-19,1.1928,8317.59,295.75,1152.61
1998-11-20,1.1946,8531.39,296.05,1163.55
1998-11-23,1.197,8635.88,296.5,1188.21
1998-11-24,1.1974,8606.55,296.2,1182.99
1998-11-25,1.1977,8909.71,296.6,1186.87
1998-11-26,1.1986,8953.74,296.55,1186.87
1998-11-27,1.1999,9093.52,296.2,1192.33
1998-11-30,1.2008,8631.15,293.2,1163.63
1998-12-01,1.2012,8544.55,293.75,1175.28
1998-12-02,1.2008,8448.61,293.2,1171.25
1998-12-03,1.2018,7706.29,292.2,1150.14
1998-12-04,1.2022,7626.74,292.45,1176.74
1998-12-07,1.2025,7945.78,294.89,1187.7
1998-12-08,1.203,7629.24,293.7,1181.38
1998-12-09,1.2033,7572.86,293.65,1183.49
1998-12-10,1.2024,7530.49,294.35,1165.02
1998-12-11,1.2036,7195.35,290.85,1166.46
1998-12-14,1.2021,6583.74,291.35,1141.2
1998-12-15,1.2047,6934.26,292.85,1162.83
1998-12-16,1.2049,6618.68,295.75,1161.94
1998-12-17,1.206,6645.42,291.75,1179.98
1998-12-18,1.2064,6781.84,289.05,1188.03
1998-12-21,1.2065,7201.79,288.95,1202.84
1998-12-22,1.207,7115.07,288.25,1203.57
1998-12-23,1.2074,7176.03,286.95,1228.54
1998-12-24,1.2075,7176.03,286.25,1226.27
1998-12-25,1.2075,7176.03,286.25,1226.27
1998-12-28,1.208,6898.98,286.65,1225.49
1998-12-29,1.208,6715.13,286.2,1241.81
1998-12-30,1.2079,6784.33,287.05,1231.93
1998-12-31,1.2083,6784.33,288.25,1229.23
1999-01-01,1.2083,6784.33,287.75,1229.23
1999-01-04,1.2074,6941.99,287.7,1228.1
1999-01-05,1.208,7110.84,286.95,1244.78
1999-01-06,1.2092,7330.72,288.3,1272.34
1999-01-07,1.2097,6954.17,291.35,1269.73
1999-01-08,1.21,6781.41,291.35,1275.09
1999-01-11,1.2106,6403.26,292.9,1263.88
1999-01-12,1.211,5915.55,288.55,1239.51
1999-01-13,1.32,5617.06,286.75,1234.4
1999-01-14,1.3189,5057.19,286.55,1212.19
1999-01-15,1.43,6746.74,287.05,1243.26
1999-01-18,1.58,7113.32,286.95,1243.26
1999-01-19,1.56,7380.53,286.85,1252.0
1999-01-20,1.575,7674.1,287.35,1256.62
1999-01-21,1.7,7321.32,287.65,1235.16
1999-01-22,1.715,7190.21,286.45,1225.19
1999-01-25,1.78,7190.21,287.85,1233.98
1999-01-26,1.83,7645.46,286.15,1252.31
1999-01-27,1.91,7687.14,283.0,1243.17
1999-01-28,1.94,7987.13,284.25,1265.37
1999-01-29,2.05,8171.56,286.15,1279.64
1999-02-01,1.94,8891.03,288.85,1273.0
1999-02-02,1.75,8731.7,288.45,1261.99
1999-02-03,1.79,8676.03,287.55,1272.07
1999-02-04,1.8,8652.94,289.45,1248.49
1999-02-05,1.83,8435.48,288.55,1239.4
1999-02-08,1.91,8824.27,289.15,1243.77
1999-02-09,1.905,8673.0,287.4,1216.14
1999-02-10,1.88,8853.21,287.25,1223.55
1999-02-11,1.9,8990.13,287.7,1254.04
1999-02-12,1.895,8952.3,289.55,1230.13
1999-02-15,1.9,8952.3,289.5,1230.13
1999-02-16,1.89,8952.3,285.05,1241.87
1999-02-17,1.91,8974.01,285.05,1224.03
1999-02-18,1.91,8860.68,286.2,1237.28
1999-02-19,1.93,9013.15,288.25,1239.22
1999-02-22,1.96,9074.55,287.05,1272.14
1999-02-23,2.005,8942.68,287.45,1271.18
1999-02-24,2.04,8953.18,287.8,1253.41
1999-02-25,2.045,8674.2,287.85,1245.02
1999-02-26,2.035,8910.72,287.05,1238.33
1999-03-01,2.14,9198.0,286.4,1236.16
1999-03-02,2.15,9070.65,286.75,1225.5
1999-03-03,2.15,9154.8,286.55,1227.7
1999-03-04,2.065,9508.09,288.15,1246.64
1999-03-05,1.975,9465.09,288.45,1275.47
1999-03-08,1.955,9785.84,291.6,1282.73
1999-03-09,1.88,9484.01,291.85,1279.84
1999-03-10,1.865,9778.11,292.75,1286.84
1999-03-11,1.91,9697.67,294.45,1297.68
1999-03-12,1.9125,9574.24,292.35,1294.59
1999-03-15,1.86,10413.65,286.9,1307.26
1999-03-16,1.8675,10658.39,283.45,1306.38
1999-03-17,1.88,10634.76,283.95,1297.82
1999-03-18,1.8475,10894.36,282.95,1316.55
1999-03-19,1.8525,10835.86,284.25,1299.29
1999-03-22,1.845,10527.07,284.65,1297.01
1999-03-23,1.85,10416.95,284.55,1262.14
1999-03-24,1.84,10428.54,283.8,1268.59
1999-03-25,1.7875,10937.11,283.3,1289.99
1999-03-26,1.7725,10865.44,279.75,1282.8
1999-03-29,1.7525,10868.89,280.35,1310.17
1999-03-30,1.7425,11027.58,279.25,1300.75
1999-03-31,1.7175,10696.35,280.05,1286.37
1999-04-01,1.725,10696.35,280.45,1293.72
1999-04-02,1.725,10696.35,279.85,1293.72
1999-04-05,1.7375,11021.53,278.45,1321.12
1999-04-06,1.7325,11165.65,279.95,1317.89
1999-04-07,1.7325,11529.92,280.55,1326.89
1999-04-08,1.715,11465.72,280.65,1343.98
1999-04-09,1.7075,11328.55,281.55,1348.35
1999-04-12,1.69,11429.88,282.85,1358.64
1999-04-13,1.6625,11217.33,283.35,1349.82
1999-04-14,1.6725,11305.8,281.45,1328.44
1999-04-15,1.6575,11245.55,284.0,1322.86
1999-04-16,1.6725,11428.77,284.25,1319.0
1999-04-19,1.6775,11196.6,284.85,1289.48
1999-04-20,1.7275,10989.42,284.45,1306.17
1999-04-21,1.7275,10989.42,283.85,1336.12
1999-04-22,1.6975,11083.93,283.55,1358.82
1999-04-23,1.69,11031.91,283.55,1356.85
1999-04-26,1.71,10797.92,281.25,1360.04
1999-04-27,1.7075,10885.36,282.0,1362.8
1999-04-28,1.68,11127.21,282.95,1350.91
1999-04-29,1.67,11085.25,286.05,1342.83
1999-04-30,1.665,11350.56,286.55,1335.18
1999-05-03,1.674,11436.9,286.35,1354.63
1999-05-04,1.684,11268.19,285.5,1332.0
1999-05-05,1.683,11578.43,287.25,1347.31
1999-05-06,1.673,11888.87,289.55,1332.05
1999-05-07,1.66,12233.23,282.75,1345.0
1999-05-10,1.647,12412.27,278.75,1340.3
1999-05-11,1.655,12267.4,278.25,1355.61
1999-05-12,1.656,12147.7,277.35,1364.0
1999-05-13,1.653,12459.16,277.75,1367.56
1999-05-14,1.655,12335.14,275.95,1337.8
1999-05-17,1.667,12151.11,274.5,1339.49
1999-05-18,1.665,12267.84,273.95,1333.32
1999-05-19,1.675,12118.31,272.95,1344.23
1999-05-20,1.6855,12088.24,274.45,1338.83
1999-05-21,1.703,11727.81,272.95,1330.29
1999-05-24,1.725,11154.61,272.65,1306.65
1999-05-25,1.737,10602.18,270.55,1284.4
1999-05-26,1.701,11245.11,269.25,1304.76
1999-05-27,1.721,10936.95,270.5,1281.41
1999-05-28,1.722,10929.67,270.45,1301.84
1999-05-31,1.721,11089.61,270.35,1301.84
1999-06-01,1.74,11050.65,267.65,1294.26
1999-06-02,1.7375,10996.5,265.4,1294.81
1999-06-03,1.739,10996.5,266.05,1299.54
1999-06-04,1.7355,11233.7,264.8,1327.75
1999-06-07,1.7415,11047.47,265.55,1334.52
1999-06-08,1.751,11032.87,262.15,1317.33
1999-06-09,1.75,10889.9,259.35,1318.64
1999-06-10,1.762,11089.18,258.45,1302.82
1999-06-11,1.781,11104.55,260.65,1293.64
1999-06-14,1.787,11084.04,260.65,1294.0
1999-06-15,1.78,11183.13,259.15,1301.16
1999-06-16,1.765,11643.51,258.5,1330.41
1999-06-17,1.749,11628.73,258.45,1339.9
1999-06-18,1.759,11877.24,259.55,1342.84
1999-06-21,1.761,12005.36,258.85,1349.0
1999-06-22,1.775,11974.44,258.55,1335.88
1999-06-23,1.788,11792.22,260.65,1333.06
1999-06-24,1.795,11430.77,260.75,1315.78
1999-06-25,1.789,11219.58,260.25,1315.31
1999-06-28,1.775,11264.01,260.75,1331.35
1999-06-29,1.771,11379.29,260.75,1351.45
1999-06-30,1.7525,11626.94,262.5,1372.71
1999-07-01,1.771,11708.12,263.4,1380.96
1999-07-02,1.761,11835.58,263.5,1391.22
1999-07-05,1.768,11936.01,262.25,1391.22
1999-07-06,1.777,11674.39,256.85,1388.12
1999-07-07,1.778,11745.0,257.15,1395.86
1999-07-08,1.8005,11509.03,256.5,1394.42
1999-07-09,1.807,11509.03,256.95,1403.28
1999-07-12,1.833,11273.24,255.65,1399.1
1999-07-13,1.825,11302.88,255.85,1393.56
1999-07-14,1.821,11349.43,254.05,1398.17
1999-07-15,1.807,11361.81,254.1,1409.62
1999-07-16,1.795,11407.1,253.85,1418.78
1999-07-19,1.789,11451.72,253.25,1407.65
1999-07-20,1.818,11274.14,253.35,1377.1
1999-07-21,1.812,11302.59,255.3,1379.29
1999-07-22,1.815,11238.59,255.45,1360.97
1999-07-23,1.818,10989.09,254.65,1356.94
1999-07-26,1.824,10675.31,254.0,1347.76
1999-07-27,1.812,10734.56,254.25,1362.84
1999-07-28,1.79,10691.07,254.15,1365.4
1999-07-29,1.792,10568.34,256.75,1341.03
1999-07-30,1.801,10441.9,255.95,1328.72
1999-08-02,1.828,10211.04,255.15,1328.05
1999-08-03,1.818,10264.62,256.25,1322.18
1999-08-04,1.829,10172.42,256.15,1305.33
1999-08-05,1.848,10195.71,255.75,1313.71
1999-08-06,1.847,10038.86,256.15,1300.29
1999-08-09,1.861,9948.48,257.25,1297.8
1999-08-10,1.865,9834.62,257.55,1281.43
1999-08-11,1.859,10136.98,258.95,1301.93
1999-08-12,1.869,10045.98,260.75,1298.16
1999-08-13,1.875,10180.9,260.65,1327.68
1999-08-16,1.8815,10118.57,260.05,1330.77
1999-08-17,1.877,9924.65,261.5,1344.16
1999-08-18,1.909,9689.35,259.65,1332.84
1999-08-19,1.9365,9818.12,258.5,1323.59
1999-08-20,1.8975,10142.54,257.4,1336.61
1999-08-23,1.874,10180.8,254.25,1360.22
1999-08-24,1.9215,10314.01,253.25,1363.5
1999-08-25,1.904,10650.03,252.55,1381.79
1999-08-26,1.917,10496.06,252.75,1362.01
1999-08-27,1.939,10545.1,253.75,1348.27
1999-08-30,1.928,10524.17,253.95,1324.02
1999-08-31,1.919,10564.6,255.68,1320.41
1999-09-01,1.936,10902.34,253.85,1331.07
1999-09-02,1.913,10998.22,255.45,1319.11
1999-09-03,1.913,11156.23,254.25,1357.24
1999-09-06,1.903,11185.45,254.7,1357.24
1999-09-07,1.903,11185.45,255.85,1350.45
1999-09-08,1.885,11090.48,256.15,1344.15
1999-09-09,1.8725,11292.04,257.25,1347.66
1999-09-10,1.873,11363.36,256.55,1351.66
1999-09-13,1.8905,11477.63,256.45,1344.13
1999-09-14,1.877,11459.22,257.25,1336.29
1999-09-15,1.88,11263.11,256.55,1317.97
1999-09-16,1.883,11094.44,256.35,1318.48
1999-09-17,1.877,11290.05,255.25,1335.42
1999-09-20,1.872,11586.25,255.0,1335.53
1999-09-21,1.8875,11449.49,260.8,1307.58
1999-09-22,1.889,11531.18,264.55,1310.51
1999-09-23,1.906,11385.04,266.25,1280.41
1999-09-24,1.909,11532.82,268.75,1277.36
1999-09-27,1.9235,11542.17,282.78,1283.31
1999-09-28,1.9285,11442.4,309.0,1282.2
1999-09-29,1.922,11433.54,301.75,1268.37
1999-09-30,1.9375,11106.31,298.75,1282.71
1999-10-01,1.935,10959.83,309.0,1282.81
1999-10-04,1.941,11055.42,317.35,1304.6
1999-10-05,1.952,10923.57,325.5,1301.35
1999-10-06,1.953,11345.37,324.5,1325.4
1999-10-07,1.934,11338.06,322.8,1317.64
1999-10-08,1.955,11459.5,320.15,1336.02
1999-10-11,1.948,11478.17,318.0,1335.21
1999-10-12,1.952,11478.17,318.5,1313.04
1999-10-13,1.958,11297.7,322.0,1285.55
1999-10-14,1.966,11330.31,313.5,1283.42
1999-10-15,1.98,11146.49,315.15,1247.41
1999-10-18,1.998,10978.22,311.5,1254.13
1999-10-19,2.002,11097.65,308.5,1261.32
1999-10-20,1.989,11274.85,305.55,1289.43
1999-10-21,1.993,11253.59,304.95,1283.61
1999-10-22,1.9715,11460.62,302.4,1301.65
1999-10-25,1.983,11394.29,298.0,1293.63
1999-10-26,1.993,11469.5,288.75,1281.91
1999-10-27,1.99,11530.72,293.85,1296.71
1999-10-28,1.973,11700.11,299.0,1342.44
1999-10-29,1.949,11700.2,299.2,1362.93
1999-11-01,1.942,11762.6,290.25,1354.12
1999-11-02,1.945,11762.6,291.5,1347.74
1999-11-03,1.942,12346.67,292.4,1354.93
1999-11-04,1.92,12406.32,293.0,1362.64
1999-11-05,1.92,12714.26,290.5,1370.23
1999-11-08,1.924,12960.1,289.75,1377.01
1999-11-09,1.936,12879.89,292.8,1365.28
1999-11-10,1.929,13101.14,298.25,1373.46
1999-11-11,1.931,13189.27,294.0,1381.46
1999-11-12,1.934,13114.01,291.3,1396.06
1999-11-15,1.9355,13114.01,291.5,1394.39
1999-11-16,1.9315,13128.37,294.13,1420.07
1999-11-17,1.929,12812.53,294.35,1410.71
1999-11-18,1.9295,13087.43,294.25,1424.94
1999-11-19,1.932,13462.98,295.0,1422.0
1999-11-22,1.9335,13435.52,294.5,1420.94
1999-11-23,1.9315,13565.23,297.9,1404.64
1999-11-24,1.931,13392.91,298.25,1417.08
1999-11-25,1.9255,13536.08,298.25,1417.08
1999-11-26,1.9225,13888.26,297.12,1416.62
1999-11-29,1.9215,13854.98,291.0,1407.83
1999-11-30,1.923,13778.86,290.7,1388.91
1999-12-01,1.9115,13874.31,289.5,1397.72
1999-12-02,1.8855,14213.17,285.0,1409.04
1999-12-03,1.878,14408.71,279.8,1433.3
1999-12-06,1.868,14344.07,276.1,1423.33
1999-12-07,1.86,14299.94,285.75,1409.17
1999-12-08,1.865,14410.37,281.95,1403.88
1999-12-09,1.8705,14584.19,277.88,1408.11
1999-12-10,1.864,14783.88,278.95,1417.04
1999-12-13,1.8525,14811.9,280.28,1415.22
1999-12-14,1.854,14644.42,279.95,1403.17
1999-12-15,1.848,14322.08,282.78,1413.32
1999-12-16,1.8365,14497.03,281.95,1418.78
1999-12-17,1.807,14788.76,283.6,1421.03
1999-12-20,1.811,15110.21,284.15,1418.09
1999-12-21,1.8265,15591.97,287.48,1433.43
1999-12-22,1.8225,15916.48,287.05,1436.13
1999-12-23,1.8305,15953.63,286.95,1458.34
1999-12-24,1.831,15953.63,287.63,1458.34
1999-12-27,1.83,16011.42,287.75,1457.1
1999-12-28,1.828,16376.81,289.55,1457.66
1999-12-29,1.8065,16772.96,290.45,1463.46
1999-12-30,1.7985,17091.6,288.05,1464.47
1999-12-31,1.799,17091.6,288.0,1469.25
2000-01-03,1.819,16930.42,289.0,1455.22
2000-01-04,1.851,15851.0,282.25,1399.42
2000-01-05,1.839,16245.14,280.0,1402.11
2000-01-06,1.8415,16106.89,281.1,1403.45
2000-01-07,1.827,16309.15,281.75,1441.47
2000-01-10,1.815,17022.13,281.48,1457.6
2000-01-11,1.8225,16572.72,283.25,1438.56
2000-01-12,1.828,16616.87,282.35,1432.25
2000-01-13,1.8133,17298.07,284.25,1449.68
2000-01-14,1.804,17657.95,284.2,1465.15
2000-01-17,1.792,18053.22,285.5,1465.15
2000-01-18,1.7925,17903.23,288.65,1455.14
2000-01-19,1.791,17470.24,289.63,1455.9
2000-01-20,1.782,17176.73,288.5,1445.57
2000-01-21,1.7725,17034.21,289.1,1441.36
2000-01-24,1.7735,16971.73,287.6,1401.53
2000-01-25,1.7785,16971.73,287.05,1410.03
2000-01-26,1.7788,17105.26,286.0,1404.09
2000-01-27,1.7803,17081.16,286.85,1398.56
2000-01-28,1.799,16734.39,283.25,1360.16
2000-01-31,1.784,16388.27,283.5,1394.46
2000-02-01,1.784,16522.2,282.63,1409.28
2000-02-02,1.786,16868.46,284.75,1409.12
2000-02-03,1.7835,17457.12,287.45,1424.97
2000-02-04,1.768,17932.47,310.3,1424.37
2000-02-07,1.769,18125.6,302.75,1424.24
2000-02-08,1.7648,18685.58,301.75,1441.72
2000-02-09,1.7688,18361.39,306.75,1411.7
2000-02-10,1.767,18603.81,315.0,1416.83
2000-02-11,1.7685,18083.46,310.95,1387.12
2000-02-14,1.772,17819.01,308.15,1389.94
2000-02-15,1.776,17920.73,301.75,1402.05
2000-02-16,1.774,18112.47,302.5,1387.67
2000-02-17,1.771,17979.41,300.5,1388.26
2000-02-18,1.777,17625.02,305.0,1346.09
2000-02-21,1.7785,17699.76,305.5,1346.09
2000-02-22,1.786,17489.33,304.4,1352.17
2000-02-23,1.7835,17833.39,300.0,1360.69
2000-02-24,1.777,17775.79,298.5,1353.43
2000-02-25,1.774,17786.82,292.6,1333.36
2000-02-28,1.777,17542.7,291.75,1348.05
2000-02-29,1.7665,17660.2,292.2,1366.42
2000-03-01,1.763,17953.01,289.75,1379.19
2000-03-02,1.7565,18015.5,288.5,1381.76
2000-03-03,1.745,18631.73,288.8,1409.17
2000-03-06,1.7453,18631.73,287.63,1391.28
2000-03-07,1.7445,18631.73,293.25,1355.62
2000-03-08,1.741,18282.93,288.13,1366.7
2000-03-09,1.7338,18650.46,291.2,1401.69
2000-03-10,1.745,18280.35,289.0,1395.07
2000-03-13,1.7445,17594.82,290.7,1383.62
2000-03-14,1.7375,17221.88,288.88,1359.15
2000-03-15,1.7395,17381.6,288.85,1392.15
2000-03-16,1.739,17642.22,286.5,1458.47
2000-03-17,1.739,17511.24,284.6,1464.47
2000-03-20,1.737,17525.59,286.88,1456.63
2000-03-21,1.7355,18342.79,289.63,1493.87
2000-03-22,1.731,18314.0,287.88,1500.64
2000-03-23,1.719,18331.05,286.28,1527.35
2000-03-24,1.7325,18674.53,285.0,1527.46
2000-03-27,1.7515,18951.48,280.3,1523.86
2000-03-28,1.743,18337.9,279.4,1507.73
2000-03-29,1.7445,18053.36,276.4,1508.52
2000-03-30,1.7495,17646.77,276.75,1487.92
2000-03-31,1.736,17820.37,279.08,1498.58
2000-04-03,1.741,17245.47,278.2,1505.97
2000-04-04,1.746,16757.93,284.45,1494.73
2000-04-05,1.7485,16714.37,281.5,1487.37
2000-04-06,1.746,17146.13,280.5,1501.34
2000-04-07,1.741,17513.72,280.0,1516.35
2000-04-10,1.7425,16783.32,282.0,1504.46
2000-04-11,1.743,16539.35,281.8,1500.59
2000-04-12,1.756,16323.36,282.05,1467.17
2000-04-13,1.7825,15500.81,281.6,1440.51
2000-04-14,1.786,14794.34,282.6,1356.56
2000-04-17,1.779,14815.68,281.38,1401.44
2000-04-18,1.762,15408.4,281.3,1441.61
2000-04-19,1.774,14926.15,280.7,1427.47
2000-04-20,1.778,15203.21,280.0,1434.54
2000-04-21,1.778,15203.21,280.0,1434.54
2000-04-24,1.7925,14794.23,279.8,1429.86
2000-04-25,1.789,15400.58,278.4,1477.44
2000-04-26,1.8015,15446.36,275.88,1460.99
2000-04-27,1.807,15440.11,277.05,1464.92
2000-04-28,1.807,15537.6,273.55,1452.43
2000-05-01,1.807,15537.6,273.35,1468.25
2000-05-02,1.803,15524.13,274.95,1446.29
2000-05-03,1.815,15108.56,278.25,1415.1
2000-05-04,1.8105,14969.59,279.95,1409.57
2000-05-05,1.801,15217.86,278.95,1432.63
2000-05-08,1.806,14890.96,276.73,1424.17
2000-05-09,1.812,14581.52,277.25,1412.14
2000-05-10,1.819,14433.81,277.75,1383.05
2000-05-11,1.825,14498.54,275.95,1407.81
2000-05-12,1.836,14458.94,276.15,1420.96
2000-05-15,1.824,15055.53,275.45,1452.36
2000-05-16,1.819,15360.4,275.65,1466.04
2000-05-17,1.83,14870.53,273.35,1447.8
2000-05-18,1.833,14626.69,273.35,1437.21
2000-05-19,1.839,14326.63,274.25,1406.95
2000-05-22,1.851,13891.24,275.65,1400.72
2000-05-23,1.855,13587.16,274.25,1373.86
2000-05-24,1.84,14166.4,273.55,1399.05
2000-05-25,1.8475,14185.61,270.3,1381.52
2000-05-26,1.837,14542.26,272.25,1378.02
2000-05-29,1.838,14772.63,272.15,1378.02
2000-05-30,1.831,15248.55,273.2,1422.45
2000-05-31,1.824,14956.61,272.1,1420.6
2000-06-01,1.819,15450.04,272.8,1448.81
2000-06-02,1.801,16222.48,281.15,1477.26
2000-06-05,1.791,16022.93,285.45,1467.63
2000-06-06,1.8005,15946.63,289.0,1457.84
2000-06-07,1.795,16271.74,286.7,1471.36
2000-06-08,1.803,16398.8,284.45,1461.67
2000-06-09,1.802,16342.28,283.85,1456.95
2000-06-12,1.806,16096.7,286.8,1446.0
2000-06-13,1.811,16354.47,285.75,1469.44
2000-06-14,1.81,16366.1,291.75,1470.54
2000-06-15,1.811,16561.37,289.85,1478.73
2000-06-16,1.803,16424.93,289.25,1464.46
2000-06-19,1.803,16850.03,286.25,1486.0
2000-06-20,1.8005,16843.58,286.15,1475.95
2000-06-21,1.811,17254.26,286.15,1479.13
2000-06-22,1.8115,17254.26,285.65,1452.18
2000-06-23,1.826,16977.26,283.15,1441.48
2000-06-26,1.822,16744.8,284.0,1455.31
2000-06-27,1.823,16512.93,286.05,1450.55
2000-06-28,1.8195,16842.29,292.65,1454.82
2000-06-29,1.81,16407.16,289.25,1442.39
2000-06-30,1.806,16727.95,289.53,1454.6
2000-07-03,1.814,17088.54,288.35,1469.54
2000-07-04,1.8105,17279.21,288.05,1469.54
2000-07-05,1.8035,17134.93,284.25,1446.23
2000-07-06,1.8015,17348.07,283.65,1456.67
2000-07-07,1.8,17598.83,283.65,1478.9
2000-07-10,1.7935,17471.63,283.95,1475.62
2000-07-11,1.8025,16880.66,282.55,1480.88
2000-07-12,1.8025,17053.38,280.6,1492.92
2000-07-13,1.812,16444.25,280.25,1495.84
2000-07-14,1.802,16880.95,281.3,1509.98
2000-07-17,1.795,17387.88,283.6,1510.49
2000-07-18,1.7965,17368.59,282.65,1493.74
2000-07-19,1.8035,16927.55,279.15,1481.96
2000-07-20,1.797,17203.62,280.25,1495.57
2000-07-21,1.797,17318.24,280.35,1480.19
2000-07-24,1.791,17385.98,279.25,1464.29
2000-07-25,1.791,17049.42,279.05,1474.47
2000-07-26,1.7885,17121.3,279.75,1452.42
2000-07-27,1.779,16948.73,278.5,1449.62
2000-07-28,1.784,16485.69,278.38,1419.89
2000-07-31,1.7815,16454.6,277.25,1430.83
2000-08-01,1.788,16289.87,277.35,1438.1
2000-08-02,1.795,16314.47,277.55,1438.7
2000-08-03,1.793,16720.76,273.95,1452.56
2000-08-04,1.792,16761.25,273.5,1462.93
2000-08-07,1.796,16995.8,273.75,1479.32
2000-08-08,1.795,16884.77,273.25,1482.8
2000-08-09,1.7955,16533.67,272.25,1472.87
2000-08-10,1.796,16834.8,272.75,1460.25
2000-08-11,1.799,17395.0,275.15,1471.84
2000-08-14,1.803,17810.63,274.8,1491.56
2000-08-15,1.803,17744.13,274.65,1484.43
2000-08-16,1.811,17330.77,277.2,1479.85
2000-08-17,1.81,17702.52,277.65,1496.07
2000-08-18,1.817,17313.69,276.65,1491.72
2000-08-21,1.8215,17083.38,275.25,1499.48
2000-08-22,1.816,17224.43,273.75,1498.13
2000-08-23,1.822,17450.44,271.25,1505.97
2000-08-24,1.82,17310.96,272.95,1508.31
2000-08-25,1.8235,17642.67,274.25,1506.45
2000-08-28,1.8315,17460.33,274.15,1514.09
2000-08-29,1.827,17354.89,273.45,1509.84
2000-08-30,1.8235,17414.28,274.2,1502.59
2000-08-31,1.8235,17346.7,277.85,1517.68
2000-09-01,1.824,17577.42,276.75,1520.77
2000-09-04,1.826,17613.17,277.0,1520.77
2000-09-05,1.821,17424.97,275.55,1507.08
2000-09-06,1.82,17589.66,274.45,1492.25
2000-09-07,1.8205,17589.66,273.8,1502.51
2000-09-08,1.817,17433.17,273.05,1494.5
2000-09-11,1.821,17287.65,273.43,1489.26
2000-09-12,1.8295,16882.69,273.0,1481.99
2000-09-13,1.8315,16998.51,272.75,1484.91
2000-09-14,1.838,16768.53,272.55,1480.87
2000-09-15,1.844,16563.18,272.45,1465.81
2000-09-18,1.858,15913.13,271.8,1444.51
2000-09-19,1.852,16188.45,272.15,1459.9
2000-09-20,1.855,16077.7,269.35,1451.34
2000-09-21,1.854,16146.02,270.65,1449.05
2000-09-22,1.844,16353.09,272.15,1448.72
2000-09-25,1.8465,16318.55,274.3,1439.03
2000-09-26,1.8505,16254.93,274.35,1427.21
2000-09-27,1.85,15848.12,278.58,1426.57
2000-09-28,1.843,16013.69,275.25,1458.29
2000-09-29,1.844,15928.39,274.25,1436.51
2000-10-02,1.852,15559.3,273.45,1436.23
2000-10-03,1.852,15633.27,272.25,1426.46
2000-10-04,1.853,15876.39,270.75,1434.32
2000-10-05,1.847,16362.05,269.65,1436.28
2000-10-06,1.855,15945.91,269.65,1408.99
2000-10-09,1.853,15855.31,270.6,1402.03
2000-10-10,1.856,15747.09,272.75,1387.02
2000-10-11,1.861,15526.05,271.15,1364.59
2000-10-12,1.8605,15526.05,276.55,1329.78
2000-10-13,1.873,15385.08,272.65,1374.17
2000-10-16,1.865,15241.85,272.0,1374.62
2000-10-17,1.871,14870.13,271.25,1349.97
2000-10-18,1.874,14420.72,270.65,1342.13
2000-10-19,1.878,14845.14,270.8,1388.76
2000-10-20,1.885,14529.41,271.55,1396.93
2000-10-23,1.8955,13989.84,270.25,1395.78
2000-10-24,1.913,13799.19,270.65,1398.13
2000-10-25,1.927,13665.31,266.75,1364.9
2000-10-26,1.9345,14223.13,265.15,1364.44
2000-10-27,1.914,14691.68,264.55,1379.58
2000-10-30,1.912,14891.14,264.5,1398.66
2000-10-31,1.901,14867.23,265.15,1429.4
2000-11-01,1.9185,14791.19,264.8,1421.22
2000-11-02,1.9185,14791.19,264.75,1428.32
2000-11-03,1.942,14533.96,265.15,1426.69
2000-11-06,1.938,14800.91,265.05,1432.19
2000-11-07,1.952,14968.75,264.45,1431.87
2000-11-08,1.9665,14656.3,265.05,1409.28
2000-11-09,1.969,14524.38,265.95,1400.14
2000-11-10,1.948,14625.95,264.75,1365.98
2000-11-13,1.952,14371.81,264.35,1351.26
2000-11-14,1.951,14540.27,264.65,1382.95
2000-11-15,1.952,14540.27,265.0,1389.81
2000-11-16,1.9505,14489.96,266.5,1372.32
2000-11-17,1.966,14323.22,265.75,1367.72
2000-11-20,1.9165,14499.8,266.35,1342.62
2000-11-21,1.92,14783.73,265.85,1347.35
2000-11-22,1.931,14576.98,266.55,1322.36
2000-11-23,1.952,14314.45,265.85,1322.36
2000-11-24,1.9585,14335.5,266.35,1341.77
2000-11-27,1.9705,14008.2,270.0,1348.97
2000-11-28,1.967,13913.85,269.6,1336.09
2000-11-29,1.956,13787.52,266.55,1341.91
